epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,2453.11,1.83441,3.85559,1.44212,0.5984,0.04301,0.02579,0.00796,3.17666,10.7637,2.08976,8.915e-06,8.915e-06,8.915e-06
168,2496.57,1.83066,3.88975,1.42083,0.59648,0.04608,0.02717,0.0081,3.19861,10.7397,2.10052,8.6675e-06,8.6675e-06,8.6675e-06
169,2540.76,1.81727,3.91581,1.42133,0.59699,0.04455,0.02769,0.00808,3.20888,10.7443,2.09741,8.42e-06,8.42e-06,8.42e-06
170,2585.61,1.86301,3.84235,1.44074,0.59925,0.04455,0.02788,0.00814,3.20563,10.7134,2.10024,8.1725e-06,8.1725e-06,8.1725e-06
171,2632.13,1.85152,3.88173,1.43846,0.59788,0.04916,0.0267,0.00778,3.2165,10.7882,2.10855,7.925e-06,7.925e-06,7.925e-06
172,2676.03,1.78857,3.77589,1.41621,0.59816,0.05069,0.02634,0.00796,3.21073,10.757,2.1108,7.6775e-06,7.6775e-06,7.6775e-06
173,2720.09,1.85104,3.84458,1.43806,0.457,0.04762,0.02884,0.00878,3.23361,10.8197,2.1115,7.43e-06,7.43e-06,7.43e-06
174,2764.32,1.84449,3.78958,1.44205,0.45596,0.04455,0.02613,0.00788,3.21367,10.753,2.11321,7.1825e-06,7.1825e-06,7.1825e-06
175,2808.52,1.84097,3.87793,1.42999,0.45527,0.04608,0.02577,0.00758,3.21327,10.703,2.11483,6.935e-06,6.935e-06,6.935e-06
176,2854.8,1.81515,3.74326,1.40926,0.45501,0.04608,0.02623,0.00756,3.21862,10.7116,2.11003,6.6875e-06,6.6875e-06,6.6875e-06
177,2898.69,1.80387,3.81144,1.42638,0.45414,0.04301,0.02586,0.00788,3.24171,10.8129,2.12969,6.44e-06,6.44e-06,6.44e-06
178,2942.38,1.81191,3.79884,1.41094,0.4543,0.04301,0.02621,0.00759,3.2307,10.8293,2.13023,6.1925e-06,6.1925e-06,6.1925e-06
179,2986.38,1.81188,3.8484,1.42402,0.45457,0.04301,0.02447,0.00736,3.22403,10.7477,2.12882,5.945e-06,5.945e-06,5.945e-06
180,3029.53,1.81496,3.86772,1.42769,0.45531,0.04762,0.02526,0.00786,3.21773,10.7064,2.12622,5.6975e-06,5.6975e-06,5.6975e-06
181,3075.07,1.80128,3.74354,1.41865,0.45477,0.04608,0.02589,0.00744,3.22508,10.9286,2.12703,5.45e-06,5.45e-06,5.45e-06
182,3119.05,1.79767,3.84835,1.40653,0.45394,0.04147,0.02465,0.00729,3.2258,10.9515,2.12513,5.2025e-06,5.2025e-06,5.2025e-06
183,3163.06,1.81115,3.80532,1.41867,0.45589,0.04301,0.02565,0.00764,3.22431,10.621,2.1355,4.955e-06,4.955e-06,4.955e-06
184,3207.18,1.79346,3.76181,1.41225,0.45403,0.03994,0.02293,0.00735,3.2202,10.8404,2.13155,4.7075e-06,4.7075e-06,4.7075e-06
185,3251.19,1.78599,3.74139,1.41079,0.45525,0.04301,0.0257,0.00756,3.22297,10.8836,2.12849,4.46e-06,4.46e-06,4.46e-06
186,3296.43,1.82334,3.76074,1.42673,0.45546,0.04301,0.02588,0.00781,3.22445,10.8911,2.12818,4.2125e-06,4.2125e-06,4.2125e-06
187,3340.09,1.76628,3.6989,1.39509,0.45568,0.04102,0.02629,0.00771,3.19624,10.8726,2.10696,3.965e-06,3.965e-06,3.965e-06
188,3383.53,1.78932,3.7317,1.41481,0.45457,0.04301,0.02554,0.00749,3.21448,10.8939,2.11597,3.7175e-06,3.7175e-06,3.7175e-06
189,3427.18,1.80574,3.77432,1.40794,0.45514,0.04455,0.02512,0.00737,3.22712,10.8241,2.12016,3.47e-06,3.47e-06,3.47e-06
190,3470.52,1.77365,3.65892,1.4082,0.45375,0.04147,0.02433,0.00758,3.22123,10.7752,2.12295,3.2225e-06,3.2225e-06,3.2225e-06
191,3520.02,1.83512,3.943,1.42558,0.45658,0.04301,0.02358,0.00728,3.21772,10.7382,2.12813,2.975e-06,2.975e-06,2.975e-06
192,3564.08,1.83162,3.85458,1.43546,0.45793,0.04608,0.02483,0.00748,3.21699,10.8222,2.12181,2.7275e-06,2.7275e-06,2.7275e-06
193,3607.72,1.85668,3.9282,1.44031,0.45542,0.04301,0.02527,0.00753,3.20838,10.7701,2.12039,2.48e-06,2.48e-06,2.48e-06
194,3651.18,1.83076,3.92751,1.43792,0.59771,0.04455,0.025,0.00739,3.20654,10.7571,2.12239,2.2325e-06,2.2325e-06,2.2325e-06
195,3694.43,1.82641,3.81227,1.42106,0.45569,0.04455,0.02476,0.00714,3.20727,10.7644,2.11994,1.985e-06,1.985e-06,1.985e-06
196,3741.72,1.84488,3.91127,1.43611,0.45357,0.04301,0.02537,0.00764,3.21734,10.792,2.12444,1.7375e-06,1.7375e-06,1.7375e-06
197,3785.69,1.84771,3.90669,1.42412,0.45621,0.04455,0.02537,0.0073,3.20572,10.8122,2.12206,1.49e-06,1.49e-06,1.49e-06
198,3830.13,1.8341,3.88888,1.43172,0.45569,0.04301,0.02573,0.00748,3.21777,10.8125,2.13166,1.2425e-06,1.2425e-06,1.2425e-06
199,3873.9,1.80576,3.83787,1.41254,0.45541,0.04301,0.026,0.00749,3.2146,10.8044,2.12253,9.95e-07,9.95e-07,9.95e-07
200,3918.44,1.82166,3.93824,1.42777,0.45578,0.04455,0.02624,0.00791,3.19955,10.8036,2.11902,7.475e-07,7.475e-07,7.475e-07
